date	pub	page_id	window
1943-01-04	difaa	difaa19430104-01.1.2	…الاحوال والظروف التى تضمر مصلحة البلاد اذا عرفها العدو ان عضة سمكية بينما كان الصياد عيمانويل هامبرغ يصيد السمك في جوار حيفا صباح امس عضته سمكة في رجله عضة احدثت فيها جرحا بليغا نقل على اثره الى المستشفى واخبار محلية حوادث يوم الخميس اول محرم يوم الخميس جاء في انباء القاهرة ان مصلحة ا الطبيعيات الرسمية اعلنت ان هلال شهر ا…
1943-02-22	difaa	difaa19430222-01.1.3	…وحليب البقر الطازج الى مستشفيات الحكومة في القدس وبيت صفافا وبيت لحم وبيت جالا وبشر السبع ويافا والرملة وغزة وبنى براق وحيفا ومعسكر عتليت وصفد و نابلس ومعتقل اللطرون ومصحات الطابعة والقبيبة وغيرها من المستشفيات والمؤسسات الخ وفقاً لما قد يصرح به مدير المصالح الصحية وذلك لمدة اربعة اشهر تبتديء في اليوم الأول من شهر نيسان سنة ١٩٤٣…
1943-02-22	difaa	difaa19430222-01.1.3	…ياً أو جزئياً عن مدير المصالح الصحية ج. مكوين حكومة فلسطين دائرة الصحة يطرح في المناقصة توريد الاطعمة والمأكولات الأخرى المستشفيات الحكومة في القدس و بيت صفافا و بيت لحم وبيت جالا وبئر السبع ويافا والرمله وغزة وبني براك وحيفا ومعسكر عتليت وصفد و نابلس ومعتقل اللطرون ومصحات الطابعة والقبيبة وغيرها من المستشفيات والمؤسسات الخ وفقاً لما قد يصرح ب…
1943-05-30	difaa	difaa19430530-01.1.2	…ضاً في كل اسبوع رئيس بلدية عطا لمراسل الدفاع عكا في ٢٩ ايار الخاص - دخل السيد حسنى خليفة رئيس بلدية عكا مستشفى الحكومة بحيفا منذ نحو اسبوع لمعالجته من مرض عارض ويترافد اصدقاؤه على المستشفى لعيادته وقد يغادر المستشفى بعد ايام ليعود الى استئناف عمله، نرجو له الشفاء . ميزانية البلدية رفعت ميزانية البلدية الجديدة ٤٣ - ٤٤ إلى دائرة حاكم ا…
1943-06-21	difaa	difaa19430621-01.1.2	…ية ، الفرنسيه ، الالمانية ، الخ ... مواد اللندن متريکولیشن . راجع : - المعهد الوطنى لفن التجارة واللغات في القدس ويافا وحيفا القدس : شارع يافا - العمارة الروسية ( مقابل دائرة البريد ) يافا : شارع العجمى - عمارة روك ) بجانب المستشفى الفرنسي) حيفا : شارع ستانتون - عمارة لطف الطبراني نمره ١٥ علم تكة الدعاء جميع لوازم المدارس وكل ما تتطلبة الثقافة الحدي…
1943-06-23	difaa	difaa19430623-01.1.3	…توزيعها الان على الأطباء العرب انباء تلفونية مختصرة في سطور تجري مباحثات مع المسئولين لفتح مستوصف طبي في الحي الشرقي من حيفا لمعالجة الفقراء مجانا وينتظر ان تتم هذه المسألة قريباً - غادر المستشفى امس السيد رشيد الحاج ابراهيم معافى من مرضه ويتوافد الاصدقاء على منزله لتهنئته بالشفاء - يقوم مفتش قسم البستنة بتخمين اش…
1943-09-19	difaa	difaa19430919-01.1.2	…تولى الدفاع عن المتهمين في هذه القضية الدكتور سعدي بسيسو . حوادث السيارات انقلب احد باصات شركة احد مجوار عتليت على طريق حيفا يافا فاصيب - عشيرة من الركاب برضوض وجراح وقتلوا إلى المستشفى لاسعافهم . وقع اصطدام بين سيارة عسكرية وسيارة ركاب صغيرة في منطقة الخليج على طريق حيفا - عكا فاصيب ثلاثة من الركاب اليهود بجراح بالغة وتكسرت اضلاع احدهم واصيب الثماني بارتجاج في دماغه ونقلوا الى المستشفى وجرح عشرة من الركاب الجنود عندما انقلبت سيارة نقل عسكرية عند شاطىء العزيزية في حيفا - صدمت سيارة نقل كبيرة يهوديا اسمه …
1943-11-23	difaa	difaa19431123-01.1.2	… مجاناً ويتفقد فقيره و يبتاع له العلاج اللازم رغم غلائه ولذلك اسف الجميع على نقله وقد غادر الدكتور حداد هذه المدينة الى حيفا ليباشر عمله الجديد هناك . ومما يوجب الاسف ان السيدة عقيلته ادخلت المستشفى واجريت لها عملية ناجحة فنتمنى لها الشفاد بنطلون المراقب «المزخرف» برقعة من الساتان ذهب المستر فلتشهر مراب الصناعات الخف…
1943-12-22	difaa	difaa19431222-01.1.2	… ضربوه ضربا مبرحا وتركوه ملقى على الطريق واخذوا السيارة وفروا هاربين ، وقد مرت سيارة اخرى ركبها السائق المضروب ونقل إلى المستشفى وفي صباح اليوم وجدت السيارة واقفة وحدها بجانب مكاتب شركة الباصات في شارع الملوك بحيفا عقيلة حاكم اللواء طافت عقيلة المستر كروسبي حاكم اللواء امس ببعض المدارس الأميرية و غيرها من المؤسسات مودعة بمناسبة قرب …
1944-01-19	difaa	difaa19440119-01.1.2	…ا الشبان على الالتحاق بسلك التطوع ، وقد لقيا كل تشجيع ومؤازرة القدس - نقل الدكتور علي عاقلة من مركز الصحة في المجدل الى المستشفى الحكومي المركزي اعتباراً من اليوم وباشر عمليه حيفا - عقد اجتماع في نادي جمعية الاخاء المصرية لانتخاب الهيئة . وقد فاز الشيخ محمد السباعي ، رئيسنا. محمد الشهابي، سكرتيراً …
1944-02-22	difaa	difaa19440222-01.1.2	…بيافا حيث اسعفوا جميعاً وغادره ثلاثة وبقى فيه السيدان يوسف عماش و بطرس غندور لان اصابتهما بالغتان وقد زارهما مندوبنا في المستشفى فوجد أن صحتهما في تحسن رغم ان اصابتهما في راسيهما . فرصة عظيمة تقدمها مكتبة النهضة بحيفا كتب قديمة مفيدة ، كتب جديدة ممتعة رخص هائل و حتى من مصر ، معجم الادباء نفح الطيب ، وفيات الاعيان ، الغزالي | قصص العرب …
1944-02-29	difaa	difaa19440229-01.1.3	…اربعة ركاب قادمة من حيفا إلى يافا فاصطدمت عند نهاية شارع يافا في بات غاليم بسيارة باص « اجد » كانت قادمة من تل ابيب الى حيفا وكان الاصطدام عنيفا لحدا فتحطمت سيارة التاكسي واصيب ايليا الزهر بجراح قاتانه كما اصيب الركاب الثلاثة بجراح بالغة ونقلوا في حالة خطرة الى المستشفى واصيب احدر كاب الباص بجراح شظايا الزجاج واصيب الباص سطة. بضرر من قسمه الامامي وقد وصل الى المكان عدد كبير من رجال البول…
1944-04-20	difaa	difaa19440420-01.1.2	…جاء فيها ان الفحص الدقيق النهائي لحالة المريض الذي نقل من تل ابيب منذ يومين اثبتت على انه ليس مصابا بالطاعون وقد نقل من المستشفى وليس هناك اي حادث من حوادث اصابات الطاعون في الواء الله منذ مدة طويلة. التقرير السنوي لشركة (تنوفا) عقدت شركة « تنوفا اليهودية مؤتمرها السنوي امس في حيفا وهى ركة التصريف الحاصلات الزراعية شر ومنتوجات المستعمرات وقد ظهر من التقرير السنوي الذي تلي في المؤتمر ان هذه الشركة با…
1944-06-11	difaa	difaa19440611-01.1.2	…ل ان السبب في ذلك عدم تيسير وجود بيت للممرضات في تلك الجهة والبيت الوحيد الملائم يسكنه اجنبي وهو يرفض الخروج منه رغم أن المستشفى معد للتسليم منذ شهر او اكثر ا ادث واخبار محلية فخامة نوري السعيد حيفا - مراسل الدفاع الخاص: كان من المنتظر ان يصل الى حيفا اليوم فخامة } السيد نوري السعيد ولكن تأخر موعد وصوله وربما يصل غدا تجار الحبوب والمواد الغذائية اجل الاجتماع التمهيدي ل…
1944-07-18	difaa	difaa19440718-01.1.2	…م خير امة اخرجت للناس تأمرون بالمعروف وتنهون عن المنكر . مكافحة الاوبئة في حيفا لم تظهر اصابات اخرى بالطاعون والجدري في حيفا بعد التدابير الشديدة التي قامت بها السلطات المسئولة عامل الاصابة المشبوهة التي نقلت في الأسبوع الماضي الى المستشفى على اعتبار انها اصابة بالطاعون قلم تثبت صحتها حتى الآن وقد ا بلغ عدد الذين طعموا ضد الطاعون ۱۷۰۰ نسمة وضد الجدري ١٤٠ ال…
1944-08-29	difaa	difaa19440829-01.1.2	…مسة مساء القدس نقل السيد عبد المجيد طهبوب لمعلم في الخليل الى دائرة حاكم لواء القدس وعين محله السيد عبد المجيد الاشهب . حيفا - شفى السيدانس الحمرة المحامي ) . من مرضه وغادر المستشفى فهنيه عين السيد ابراهيم عبد البديعالشرقاوي خريج الجامعة الاميركية في بيروت معلما في المدرسة العامرية الثانوية بيافا زيا…
1944-09-25	difaa	difaa19440925-01.1.3	…الة اليهودية وقالت شخصية تركية كا ذكرت ها ارتس ـ ان هذا القرار دل على بعد نظر بريطانيا . الوباء ثلاث اصابات بالطاعون في حيفا وتحذير الاهلين من حيفا لمراسل الدفاع الخاص - وقفت في حيفا خلال اليومين الماضيين ثلاث اصابات بالطاعون وقد توفي احد المصابين بعد دخوله إلى المستشفى وقد بلغت اصابات الطاعون في حيفا خلال الثلاثة الأشهر الماضية ٣٣ اصابة كانت ١٢ منها بميتة وشفي ١٥ من المصابين ولا يزال ال…
1944-10-22	difaa	difaa19441022-01.1.2	…طاعون بينهم يهودي واحد واربعة من العرب وقد اصدرت دائرة الصحة بيانا رسميا اعلنت فيه انها تحذر الجمهور من الجرذان من سكان حيفا وقد تم تطعيم ٢٥،٧٤٣ شخصا حتى الآن. وقد ابيد حتى الآن ١٣،٥٤٩ جرذا وجد بينها ١١٦ ج ذا موبوءة . وقد ادخل الى المستشفى ٥١ شخصا مات منهم ١٥ شخصا فقط يشكرون اميركا اصدر مجلس الحاخامين اليهود في فلسطين بيانا اعرب فيه عن تقديره وشكره للشعب ال…
1944-10-22	difaa	difaa19441022-01.1.4	…ياه البحر الى الساحل في منطقة خليج حيفا - عكا . ويجري فحص هذه الجثة لمعرفة صاحبها و اسباب موته و نقل الى مستسفى روتشلد بحيفا ايضا شخص يهودي اسمه يوسف آش وعمره ٢٣ سنة ويسكن في شارع رئيسي بتل أبيب وهو يشكو من أعراض التسمم وكان ينزل في فندق نيشر محيقا فمات في المستشفى وقد ترك رسائل الى عائلته والى اصحاب الفندق يعلن فيها انه انتحر الجنة الامم المتحدة للمساعدة في « عزلة » وشنطن - یونایند…
1944-10-24	difaa	difaa19441024-01.1.3	… المعدية الواقع قرب مستعمرة ملبس فضة عبد الجبار البالغة من العمر ٣٥ سنة متأثرة بإصابتها بالطاعون وقد حضرت هذه المرأة من حيفا إلى يافا منذ اسابيع وادخلت المستشفى منذ ايام للاشتباه بإصابتها . واتخذت دائرة الصحة التدابير اللازمة . النيران في دار المهاجرين ثبت النار في « دار المهاجري…
1944-10-24	difaa	difaa19441024-01.1.3	… من انكلترا وطلبت الى الراغبين فى ذلك التقدم بطلباتهم اليها . الشيخ خليل عامر جاءنا ان صحة الشيخ خليل عامر ، الموجود في المستشفى الفرنسي بيانا تتماثل للشفاء باطراد وحاله الان حسينة جدا اعتقال لصوص الاطارات اعتقل البوليس في حيفا سبعة اشخاص بتهمة سرقة ٥٠ اطاراً من المطاط من مخازن دائرة الصناعات الثقيلة بشارع الملوك بحيفا منذ اسبوع . وقد صادر البول…
1944-11-10	difaa	difaa19441110-01.1.2	…حوادث الارهارب تحبط احسن عمل يمكن ان تقوم به الصهيونية بل ان الارهاب هو أخير سلاح يطعننا به الاعداء اصابتان بالطاعون في حيفا حيفا - وقعت في المدينة امس اصابتان جديدتان بالطاعون وقد توفي احد المصابين بعد ادخاله المستشفى بدقائق . وقد افتتحت اليوم في المدينة عدة مراكز للتطعيم المجاني في المستوصف الاسلامي ومستوصف اخوات المحبة و مستوصفى كوبا…
1944-12-24	difaa	difaa19441224-01.1.2	…لصحة في اللواء عن وجود شخص مسكوني التبعة عمره ٢٥ سنة يظن انه مصاب بالطاعون وبعد فحصه اتضحت صحة اصابته ونقل في الحال الى المستشفى البلدي للأمراض السارية على طريق ملبس واتخذت التدابير الصحية في تلك المنطقة المهم انتقال العدوى الى اخرين اجتماعيات - حيفا عاد سيادة المطران حكيم من مصر بعد أن اتصل مع الدوائر الكنسية العليا حول ما نشر عن موقف الفاتيكان من الوطن القومي ) اليه…
1945-02-04	difaa	difaa19450204-01.1.3	…مستشفى الحكومة . وقد خف الى مكان الحادث رجال البوليس والمباحث الجنائية وقاموا بالتحقيق وقبضوا على شخص مشبوه وقد زاره في المستشفى السيد حلمي و عدد الحسينى قائمقام القرى ومدير البوليس من الضباط وقوبل الحادث بالاستنكار يتوجه إلى طبريا صباح الاحد - اليوم-- - عدد كبير من شباب حيفا لزيارة فخامة رئيس الجمهورية اللبنانية والترحيب به تبتدى الدورة الجزائية للمحاكم - المركزية بحيفا صباح الاثنين غداً يقوم…
1945-03-09	difaa	difaa19450309-01.1.3	…ء الموافقة عليها لارسالهم الى بعض وقد قدمت اليها منذ بضعة أشهر ولكن امر الموافقة عليها يتوقف على ايجاد اماكن لهم في أحد المستشفيات . وهو أمر يدعو الى الدهشة ، اذا علم ان في يافا مستشفى للمعتوهين ليس فيه عربي واحد ستوزع في هذا الشهر كمية من الخام حيفا على القرى والقبائل البدوية وستكون هذه التوزيعة قدر نصف ما وزع في السنة الماضية من عدم قدمت السينما المتجولة وقامت بعرض …
1945-04-01	difaa	difaa19450401-01.1.3	… احمد الشريف يحاول الانتحار فينجو ورد في نشرة البوليس ان اريه ابراهام نافذة الطابق الثاني رو تشلد من سكان شارع قيشون في حيفا حاول الانتحار في الساعة الثامنة والنصف من مساء امس اذ قفز من الى ارض الشارع ولكنه سقط على ارض ناعمة فاصيب برضوض ونقل الى المستشفى ضحية سيارة بينما كان طفل من الخليل اسمه جبر طويل و عمره ٣ سنوات واقفا بجوار مستشفى الحيوانات على طريق بيت لحم - القدس ا…
1945-04-15	difaa	difaa19450415-01.1.2	…ء متولي باشا والامير الاي عبد الغني مرسي بك بعد حادث السيارة واصطدامها فوجدنا ان صحتهما آخذة في التحسن وينتظر ان يغادرا المستشفى في نهاية الاسبوع القادم واعرب الضيفان عن شكرهما لشعور اهل المدينة ومدير المستشفى واطبائه وممرضاته : وغادر حيفا إلى القاهرة ظهر امس على متن طائرة حربية مجرية موسى بك لطفي مندوب وزير الدفاع المصرى وعدد من الضباط المصريين وانجال الضا…
1945-06-10	difaa	difaa19450610-01.1.3	… . وقد راجع هؤلاء جمعية العمال العربية واطلعوها على هذا الامر فقررت انتخاب وفد من هيئتها . الادارية ليقابل المسئولين في المستشفى المذكور و البحث معهم حول تسريح هؤلاء العمالء . وستتم المقابلة ظهر اليوم الاحد - حيفا يقوم مكتب التوظيف في جمعية العمال العربية الفلسطينية بحيفا بتسجيل العمال | العاطلين عن العمل والاجتهاد لايجاد اشغالى الهم وقد كانت الاحصاءات العامة التي تمكن المكتب من جمعها عن ش…
1945-06-20	difaa	difaa19450620-01.1.3	…س - يقيم موظفو السكرتارية العامة مساء الاحد القادم حفلة موسيقية في النادي اليوناني بالقدس وسيحضرها موظفو الدوائر الاخرى حيفا - تسير صحة السيد رشيد الحاج ابراهيم نحو التحسن بعد ان زال الخطر عنه وسيبقى ملازما المستشفى مدة اخرى القدس - وجه النادي الأنجيلي العربي رقاع الدعوة الى عدد من الادباء والوجهاء السماع محاضرة يلقيها السيد حنا عصفو…
1945-07-10	difaa	difaa19450710-01.1.2	…نت ، وفي استطاعة كل مزارع يهمه الأمر مراجعة صندوق الأمة يافا وتزويده بهذه المعلومات الضرورية . كلمة شكر بمناسبة مغادرتي المستشفى اتقدم بالشكر الجزيل لرئيس واطباء وموظفي وممرضى وممرضات مستشفى الحكومة بحيفا لما لقيته من رعاية - وسهر على صحتي مدة اقامتي بالمستشفى واشكر رئيس واطباء الجمعية الطبية العربية الذين اولونى عنايتهم م…
1945-07-20	difaa	difaa19450720-01.1.3	…لتجارة واللغات القدس - شارع يافا - العمارة الروسية ) مقابل دائرة البريد ( تلفون ٢٦٧١ يافا - طريق العجمى عمارة روك بجانب المستشفى الفرنسي تلفون ٦٤ حيفا - شارع ستانتون رقم ١٥ الطابق الثالث دروس سهلة في اللغة الانكليزية موجودة الان بناء على الطلب الكبير لاسلوب سهل في اللغة…
1945-07-23	difaa	difaa19450723-01.1.3	… لفن التجارة واللغات . القدس- شارع يافا- العمارة الروسية ( مقابل دائرة البريد ) تلفون ٢٦٧١ طريق العجمى عمارة بروك بجانب المستشفى الفرنسي تلفون ٦٤ - يافا حيفا - شارع ستانتون رقم ١٥ الطابق الثالث دروس سهلة في اللغة الانكليزية موجودة الان بناء على الطلب الكبير لاسلوب سهل في اللغة…
1945-12-17	difaa	difaa19451217-01.1.3	… يجمد . اميدي الكرة كل ما جف. جف . بعد مرات تكثر او تقل حسب نوع بشرتك - ترى وجهك صافيا ناعم الملمس كالقطيفة حفلة وداعية حيفا - اقيمت في مستشفى الحكومة حفلة وداع للدكتور بو تفكر كبير اطباء اللواء بمناسبة نقله إلى يافا حضرها جميع اطباء المستشفى والصحة و الكرنتينا والقرى وموظفو المستشفى. وافتتح الحفلة الدكتور شفيق حداد مدير المستشفى بالوكالة بكلمة رقيقة وقدم الخط…
1946-01-22	difaa	difaa19460122-01.1.2	…في الباخرة الايطالية ۱۳ باخرة حيفا - ترسو في ميناء حيفا اليوم ١٣ سفينة مختلفة الجنسية والحمولة . وتصل صباح اليوم لميناء حيفا خمس سفن أخرى وبلغ ما شحن من البضائع ٢٧٣٤ طنا وورد له ١٦٣٥ طنا الشمس جثة عليها رسم حيفا - احضر بوليس للمركز الغربي بحيفا المستشفى الحكومة جثة بحري مجهول الهوية وقد رسمت على صدره الشمس وشعاعها ويعتقد بانه يابانى و يظهر انه مات منذ اسبوع اطلاق سراح ال…
1946-01-23	difaa	difaa19460123-01.1.3	…رر ابدال اسم ( الطريق المستقيم ) منتدى الشبيبة العربية راجت اشاعة في المدينة ان اعتداء وقع على المستر كفرانا مدير بوليس حيفا لم و لكنه يصب باذى. داست سيارة جيش البوليس الاضافي حسن استعد حسن في شارع الناصرة وادخل المستشفى وقد توفي متاثرا بجراحه يعقد اجتماع عام لامضاء نقابة الخياطين العرب تحيفا في السادسة والنصف من مساء اليوم في مقر النادي …
1946-01-25	difaa	difaa19460125-01.1.3	…ية والمسيحية الى غزة لتقديم النبرحات التي تجمع في حفلة المتنوعات الكبرى التي ستقام على مسرح كوكب الشرق البوابة الشرقية بحيفا يوم السبت الواقع في ٢٦ الجاري وقع امس العامل خليل خزعل بيطار من القطار أثناء سيره وقد بترت ساقه اليسرى في المستشفى وحالته سيئة سقطت رزمة حديد على العامل موسى سكران من در ما فكسرت رجله اليسرى بينما كان يشتغل في الميناء فادخل المستشفى د…
1946-01-25	difaa	difaa19460125-01.1.3	…جليــه وحالته سيئة انفجرت قنبلة في سهل قرية شعب بقضاء مكا فقتل طفل ووالده وكسرت رجل الغلام سعيد سليم سعد عبد الله وادخل المستشفى الحكومي بحيفا . سطا مجهولون على منزل زيدان بدران | فى قرية كابواء بقضاء مكا واطلقوا النار على ولده خالد البالغ من العمر ٢٠ سنة فاصا ب…
1946-01-29	difaa	difaa19460129-01.1.3	…يه من تسهيلات في المعاملات وحسن رعاية واكرام . لا سيما من قائد المخفر وموظفي الجوازات والجرك . كلمة شكر اما وقد خرجت من المستشفى الحكومي بحيفا معافى، بعد العملية الجراحية الناجحة التي أجراها لي الدكتور نايف حمزة فلا يسعني الا ان اعرب عن عميق شكري لحضرته وحضرات م…
1946-01-31	difaa	difaa19460131-01.1.3	…ليه وحالته خطرة الفجر بابور بريموس بالسيدة شهلا عبد القادر و زوجها فاد خلا مستشفى الحكومة وحالة الزوجة خطرة وغادر الزوج المستشفى بعد معالجته سقط المكون احد الفنادق بحيفا على السيد محمد حمدان ابو عوف وعمره ٢٠ سنة حالته خطرة ونقل على الاثر المستشفى الحكومة .. جرت مباراة بكرة القدم بين فريق …
1946-02-20	difaa	difaa19460220-01.1.3	… الايام الاخيرة الى القضاء على فأر الحقل الذي كان خطراً يهدد الموسم حدث اصطدام بين سيارة جيش وتكسي على طريق بلد الشيخ - حيفا فاصيب من جرائه البوليس العربي عوده عبده حسن وأدخل المستشفى توفيت صباح اليوم في مستشفى الحكومة فتاة من حيفا . وكانت قد دخلت المستشفى جراء انفجار البريموس . اطلقت النار على امرأة ورجل مربيين ليلة امس قرب معامل تكرير البترول. وذلك بعد ان مرا بالحراس وتثب…
1946-04-11	difaa	difaa19460411-01.1.3	…صادم سيارتين عسكريتين وقع اصطدام صباح امس بين سيارة نقل عسكرية وسيارة عسكرية اخرى على طريق خمسة جنود عكا فقتل جندي وجرح حيفا . جراحاً بالغة ونقلوا الى المستشفى العسكري شركة سمعان فرح اخوان العربية الناصرة ص.ب ٤٣ جنيهان فقط بهذا المبلغ : الزهيد تتيح لك الشركة الحصول على سند حكومي…
1946-04-30	difaa	difaa19460430-01.1.3	… « هشام » جمله الله من ابناء السلامه واقر به عيون والديه و بهذه المناسبة يتقدم بوافر الشكر للنطاسي الدكتور نايف حمزه في حيفا لما بذله من م جهود كبيره في عملية التوليد كما يشكر زميله و الدكتور نمر طوقان وجميع ممرضات المستشفى ا ا أنباء البلدان م أرسل من معارف نواء القدس - القدمين الى رؤساء للدارس يعلمهم بأنه ا قد تحددت ايام ۱ و ۲ و ۳ ايار القا…
1946-05-26	difaa	difaa19460526-01.1.2	… اصطدام ظهر امس بين دراجة نارية يقودها جندي ومعه فتاة يهودية متطوعة وبين سيارة نقل عسكرية قرب مستعمرة قريات حاييم بجوار حيفا وقد قتل الجندي في الحال واصيبت المتطوعة بجراح بالغة ونقلت الى المستشفى اسعار الذهب - يافا لم يطرأ تبدل يذكر على اسعار الذهب في اسواق المدينة امس فعرض الجنيه الانكليزي بسعر ٥٢٥ قرشاً والسبيكة…
1946-06-06	difaa	difaa19460606-01.1.3	…ق الكرمل بيافا قد طعنوا شابا يهوديا وضربوا اربعة من الشباب اليهود ضربا مبرحا وقد نقل الجريح اليهودي واسمه موشه شلاب الى المستشفى تعقد الهيئة الادارية لغرفة تجارة جينا حيفا مساء اليوم (الخميس) اجتماعها السنوي العام في قاعة النادي الكاثوليكي دمي إليه حاكم اللواء ورؤساء الدوائر المختلفة في الم…
1946-06-16	difaa	difaa19460616-01.1.2	…ديه عشرة من مساء يوم الجمعة الماضي قنبلة صغيرة في مقهى سنترال . وقد اصايب عبد الرزاق محمد ادير من قرية مزرعة ، ونقل إلى المستشفى ولم يعرف الدافع على القاء القنبلة الى مدير دائرة البريد يحيفا جاءتنا شكوى على دائرة بريد حيفا من . الشاب عربى يقول فيها انه ارسل إلى صديق له في شرق الاردن رسالة من مكتب بريد حيفا وكان ينتظر جوابها وبعد مضي ثمانية …
1946-07-26	difaa	difaa19460726-01.1.3	…هاني وعدة شئون هامة اخرى . بينما كان الطفل راجي يوسف حموضه و حمره ٩ سنوات يلهو بعلبة كبريت شبت النار في ثيابه وادخل الى المستشفى الحكومي وحالته خطرة زرت بعض شوارع الحي الشرقي فوجدته مملوءاً بالقاذورات والروائح الكريهة من كل جانب كأنه ليس من احياء حيفا و يتساءل الناس لماذا لا يكون له نصيب من اهتمام دوائر الاقسام الصحية والمسؤولين في البلدية ترسو في الميناء ۱۳ باخرة وينت…
1946-08-01	difaa	difaa19460801-01.1.3	…الصادرة يوم امس انه انتشلت جثتان الجنديين بريطانيين غرقا في البحر عند شاطىء الشباب اثناء استخامهما وقد نقلت الجننان الى المستشفى المنكري .. ٣٥ دقيقة من حيفا إلى بيروت بواسطة الطائرات العربية اللبنانية. ايام السفر الثلاثاء - الاربعاء - الخميس والجمعة الحجز المحلات راجعوا الوكل…
1946-08-04	difaa	difaa19460804-01.1.1	… واحد و ٤١ هنديا وقد قتل خمسة وعشرون شخصا عندما اشتعلت النيران بناقلة الزيت البريطانية «امباير كرومي» ، فانفجرت في خليج حيفا خارج الميناء . وقد انتشل حتى الان ٣٠ شخصا ، منهم ۱۲ اصيبوا بحروق خطيرة ، ونقلوا الى المستشفى الحكومي فى حيفا . وهناك من الذين لا يزالون مفقودين ويعتبرون في عداد الموتى، موظفان من موظفي شركة شل ، واثنان من البحارة…
1946-08-06	difaa	difaa19460806-01.1.3	… العامة يثير حفيظة المرضى وذويهم - وكان الأجدر بالدائرة ان تبقي هذا الطبيب مكانه في القسم الانكليزي او ان تنقله الى احد المستشفيات أو العيادات اليهودية . فنأمل من الحكومة أن تضع ترتيبا آخر غير هذا الترتيب الذميم . اعلان صادر من محكمة مركزية حيفا - قضية رقم ١٢٨ - ٤٦ وصاية بشأن ادارة تركة للمرحوم الياس ميخائيل البهو من عكا المتوفي للستدعية شفيقة قعوار ارملة المرحوم…
1946-09-22	difaa	difaa19460922-01.1.2	…لقداحات تطلب وكلاء لتصريفها بفلسطين والتفاصيل بشأنها لدى الغرفة .. والأواني الزجاجية المخلفة واصناف عديدة اخرى وهي حادث حيفا الارهابي جرجی . حية- اسعف في مستشفى الحكومة محينا ثلاثة اشخاص اصيبوا في حادث نسف المحطة وكانت جراحهم خفيفة وقضوا ليلة واحدة في المستشفى ثم غادروه صباح امس . السبت -- بعد از ضمد جراحهم - - يلتقط قنبلة فتنفجر بين يديه حيفا - بينها كان محمد احمد اسعد وهو ولد…
1946-10-27	difaa	difaa19461027-01.1.3	…ما كان يسير بشارع الحباب بالنزهة فكر فخذه الايمن واصطدم بحائط وانقلبت السيارة ، وقبض البوليس على السائق ونقل الجريح الى المستشفى وتولى التحقيق بالحادث .. الله - صدمت سيارة شحن يهودية امام مدخل صرفند الشرقي الحاج على اللالا وعمره ٢٢ سنة فقتلته على الفور . حيفا ـ تعددت حوادث صدام ودهس سببتها السيارات العسكرية في حيفا والقضاء : خلال اليومين الماضيين فصدمت أحداها على ) جسر النعامي…
1946-11-29	difaa	difaa19461129-01.1.2	…لبوليسين النظامي. راسية في الميناء ! - : جيفا ما زالت منقن الابعاد التي تحمل لمهربين اليهود راسية على مدى النطر من شاطئ حيفا ويقف لمئات من اليهود على c جبل الكرمل لمشاهدتها وفهم أن فتاة من لمهربين قفزت من احدى السفن الى البحر فاصيبت برضوض وانقذت ونقلت الى المستشفى الحكومي نحيفا . اجتماعان المعلمي المدارس. القدس - يفقد اليوم - الجمعة - اجتماع في المدرسة العمرية يحضره مفتش المعارف ال…
1946-12-23	difaa	difaa19461223-01.1.4	…ابل بريطاني باحدى السيارات العسكرية على طريق حيفا - عكا فاصيب الكونستابل بجراح مختلفة نقل على اثرها الى مستشفى الحكومة بحيفا ، واصطدمت سيارة عسكرية اخرى بسيارة شحن عربية فاصيب اربعة اشخاص كانوا فيها بجراح مختلفة نقلوا بسببها الى المستشفى ايضاً . الجلاء عن لبنان الجيش السوري يشترك بالاحتفالات . دمشق ـ و. ا ع ـ قررت الحكومة السورية تلبية الدعوة التي وجهتها …
1947-01-16	difaa	difaa19470116-01.1.2	…رن فجل الى انكلترا وعليها ٣٦٦٣٢ صندوقا من الشموطي حصة العرب منها ۱۱٫۸۵۹ صندوقا . جديدة فى حادث حيفا الاجرامي ضحية عربية حيفا - توفي مساء امس الاول المرحوم السيد عبدالله يوسف عزام من قرية حطين قضاء طبريا ، وهو احد للصابين في حادث نسف مكاتب رئاسة البوليس في حيها. ولا يزال في المستشفى عدد كبير من الاصابين ومن بينهم البوليس العربي الاضافي السيد اسعد | صلاح وحالته خطره وصدر امس البيان الصحفي التالي : توف…
1947-02-18	difaa	difaa19470218-01.1.4	… مما دعا البحرية الى قطرها الى للميناء وقد انزلت احدى المدمرات البريطانية مساء يوم الاحد اربعه مرضى من مهربي السفينة في حيفا حيث نقلوا الى احد المستشفيات هولاند شي بنك اونين. ف. امستردام ميزانية أول تموز سنة ١٩٤٦ فلسطين NDSCHE ANDSCH A UN هولاند بنك او نيون OH MS ERDAM NA …
