n	id	date	publication	title	snippet	forms
299	dav19440630-01.2.69	30 June 1944	dav	תל-אביג	"<div class=""txtsearchsnippet"">... בשל קלקול _בחוס _זושמל אירעה שליפה באתר התאים של <b class=""highlightcolor"">בית. החולים הממשלתי.</b> ה־אש כונתה מיד. לא הגנב אשס אלא ...</div>"	spelled
300	dav19440820-01.2.50.2	20 August 1944	dav	Page 7 Advertisements Column 2	"<div class=""txtsearchsnippet"">... קונסולים, ח""ה מ. שלוש, יעקב שפירא;ד""ר _גניגיורק, _שנתמנה למנהל <b class=""highlightcolor"">בית החולים הממשלתי</b> באליסיאבי־ בה -יאחרים, פרקי היום בתנ‭''‬ך דני ...</div>"	spelled
301	dav19450102-01.2.20	2 January 1945	dav	"י יי מ ד&#8237;/ /&#8236; י בסבך ""דוי""יי של &#8237;)>>&#8236;רי אגדות *_י&#8237;7 _""1&#8236;ייח - ליה &#8237;—1&#8236; לרעד י 1 י&#8237;. -!>""&#8236; של &#8237;1-&#8236; י הישוב &#8237;....."".-&#8236; היהודי &#8237;—--&#8236;י&#8237;...1 &#8236;"	"<div class=""txtsearchsnippet"">... יפו את החובה לספק חלק גדול מתק - ציב <b class=""highlightcolor"">בית החולים הממשלתי</b> _וגתקציבמ של בתי הטפר הממשלתיים שבעיר — ...</div>"	spelled
302	dav19450104-01.2.43	4 January 1945	dav	"גף&#8237;=3 3_^ _^.9 - _^ *?&#8236; &#8237;"":**&#8236; יי* &#8237;*!&#8236;ל&#8237;:?&#8236;ר&#8237;_?? 1""&#8236;־1_ר7 _^י&#8237;'"":*?&#8236; ""י&#8237;.*&#8236;י&#8237;1_?&#8236;_־"	"<div class=""txtsearchsnippet"">... — משחייני . הפועל"" בתל אביב. הלויה היום ב־10 <b class=""highlightcolor"">:־בית החולים הממשלתי</b> ליד הידקוז. _ל־גר זירי""ו?דגרג _; היום ב־ ...</div>"	spelled
303	dav19450130-01.2.24	30 January 1945	dav	_קואופרטיב לחמר־בנץ נו _עשרימ	"<div class=""txtsearchsnippet"">... רוב מהפרים _תחנת־הכזח של חב־ ; י ףת החשמל, <b class=""highlightcolor"">בית־החולים הממשלתי.</b> בית מעיליה' ""ב יתנו‭, ""‬בתי־הזיקוק, נמל היפי‭,, ‬בניני ...</div>"	maqaf
304	dav19450225-01.2.55	25 February 1945	dav	מהחלטות קופת חולים עממית	"<div class=""txtsearchsnippet"">הועידה קידמה בברכה את הקמת <b class=""highlightcolor"">בית החולים הממשלתי</b> ""הירקון‭, ""‬אולם היא מדגישה כי 80 מטות ...</div>"	spelled
305	dav19450429-01.2.51	29 April 1945	dav	24 נפגעו _בתאונת _דרנים	"<div class=""txtsearchsnippet"">... על רופאיהם. במכונית הצלב האדום הועברו 11 פצועים אל <b class=""highlightcolor"">בית־ החולים הממשלתי</b> למושבו. נ בתל־אביב. שתים מן הפצועים: ד""ר ...</div>"	spelled
306	dav19450626-01.2.44	26 June 1945	dav	ת ל ־אביב	"<div class=""txtsearchsnippet"">... של . היסה‭, ''‬ולאחר שצולמה הועברה לחדר־ המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> בבני־ ברק. כבת ‭. 55‬שעוות שיבה, אולם ...</div>"	spelled
307	dav19450817-01.2.71	17 August 1945	dav	UNKNOWN	"<div class=""txtsearchsnippet"">יורחג _גית־הדווליט נודע לנו, כי לאחר שאושר התקציב להרחבת <b class=""highlightcolor"">בית החולים הממשלתי</b> למוש־ בות בתל־אביב, יוקמו בקרוב שני בנינים</div>"	spelled
308	dav19450911-01.2.9	11 September 1945	dav	לקר5ות בהירות _נהונגריה	"<div class=""txtsearchsnippet"">... _ו־17 מבין הפועלים נפצעו. _הפצו־ עיפ קשה נאטפו אל <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה. _חמר3ז החקלאי מודיע: ישיבת הועדה לקליטת ...</div>"	spelled
309	dav19451028-01.2.47	28 October 1945	dav	Untitled	"<div class=""txtsearchsnippet"">... אבי ג'בץ בן 23 מיפו שנפצעו קשה _היעברו אל <b class=""highlightcolor"">בית החולים הממשלתי</b> ביכו, החייל _וילסון בן 29 שנגרם לו ...</div>"	spelled
310	dav19460122-01.2.39	22 January 1946	dav	Untitled	"<div class=""txtsearchsnippet"">נפלטה גוית מלוז ליד החוף בקרבת <b class=""highlightcolor"">בית־החולים הממשלתי</b> נפלטה גוית מל י ח. הרופאים קבע_^ בבדיקתם ...</div>"	maqaf
311	dav19460123-01.2.44	23 January 1946	dav	Untitled	"<div class=""txtsearchsnippet"">... בן־יהודר, בתל־אביב. המשטרה העבירה את הגופה לחדד המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> בפרדס־כץ. לזכר. ישעיהו בורמן מחר יום ה' ...</div>"	spelled
312	dav19460127-01.2.47	27 January 1946	dav	Untitled	"<div class=""txtsearchsnippet"">... בינואר, עדיין לא הובאה לקבורה, המצאת בחדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> בירושלים. סיבת העכוב היא שהבולשת עדיין אינה ...</div>"	spelled
313	dav19460128-01.2.54	28 January 1946	dav	מת י יוסרנ העו ד ב י ו _וע ממ _ז	"<div class=""txtsearchsnippet"">... החולים ""הדסה'' במוצאי. שבת לפני שבוע ושהיתד• מונחת בבנין <b class=""highlightcolor"">בית החולים הממשלתי,</b> הובאה פוף סוף לקבורה. על רשיון הקבורה ...</div>"	spelled
314	dav19460207-01.2.14	7 February 1946	dav	תגרה על &#8237;111_^ 1_^&#8236; _^_ד־ווורין! שני ילדים נפצעו	"<div class=""txtsearchsnippet"">אל <b class=""highlightcolor"">בית החולים הממשלתי</b> למושבות בתל־אביב. הובאו אתמול אהה""צ בסנדר של ...</div>"	spelled
315	dav19460210-01.2.38	10 February 1946	dav	Untitled	"<div class=""txtsearchsnippet"">... זכרון אחים, נחלת ציון' רה' יפו(משער יפו עד. הדאר‭, <b class=""highlightcolor"">(‬בית החולים _הממשלתי,</b> ־ דה' הנסיכה מרי (נעיין פצפה עד ...</div>"	spelled
316	dav19460220-01.2.36	20 February 1946	dav	&#8237;[11!!!1!111111!111!11!!911!! 1111111111111111!11111!11111111111!&#8236;ח&#8237;>1111!1111;11!!11111!1 &#8236;	"<div class=""txtsearchsnippet"">... בלד־אשיך פגעה במכוניתו מכונית צבאית. הוא נפצע קשר, ומועבר <b class=""highlightcolor"">'־בית החולים הממשלתי.</b></div>"	spelled
317	dav19460310-01.2.30	10 March 1946	dav	"&#8237;$_13_£&#8236;ט _^_י_^ _^ד נ11ח _?יד מ""א"	"<div class=""txtsearchsnippet"">... את הפצוע ונשאוהו על קרש 'במשך שלוש שעות אל <b class=""highlightcolor"">בית החולים הממשלתי</b> ""הירקון‭, ""‬ובדרך יצאה נשמתו. הקצין קליד !ממשטרת ...</div>"	spelled
318	dav19460424-01.2.5	24 April 1946	dav	ההתק&_ז&#8237;3!&#8236;תל־&#8237;_3_^&#8236;י3	"<div class=""txtsearchsnippet"">... ד. א‭'. ‬ םפתח-תקוה העביד את עזרא לוי אל <b class=""highlightcolor"">בית החולים הממשלתי</b> בצפון תל־אביב, הוא נפצע קשה בבטנו. בשעות ...</div>"	spelled
319	dav19460428-01.2.6	28 April 1946	dav	הלאומי ודד על	"<div class=""txtsearchsnippet"">... גויתו על ידי שני . קצינים מהדיויזה המוטסת אל <b class=""highlightcolor"">בית . החולים. הממשלתי</b> בצדיפין‭. ?‬ י כרב התימניפל באעה ...</div>"	spelled
320	dav19460609-01.2.39	9 June 1946	dav	"תל־_^ב""ג"	"<div class=""txtsearchsnippet"">... הממשלתי בפי שנודע לנו, עומדים להעביר מבית־ החולים ""הדסה?אל <b class=""highlightcolor"">בית החולים הממשלתי</b> את _ניוטיל ברינג, שנדקר בגב־ בקרבת כפר ...</div>"	spelled
321	dav19460703-01.2.6	3 July 1946	dav	"""בירה' בנמל חיפה,המעפילים בהסגר רפואי"	"<div class=""txtsearchsnippet"">... בריאותם. יש חשש לדבי, _ו־2 החשודים במחלה, הועברו אל <b class=""highlightcolor"">בית החולים הממשלתי</b> בבת _גליפ, למחלקה המיוחדת ולמחלות מידבקות. את ...</div>"	spelled
322	dav19460813-01.2.33	13 August 1946	dav	תל־אביב ראש העיריה מתנגד ל,פלישות'	"<div class=""txtsearchsnippet"">... לשחרר מיד את המכונית שהשתמשו בה שלשום בהתקפה על <b class=""highlightcolor"">בית החולים הממשלתי</b> בי6ו. _ ‭_*':‬רד על ידי חיילי הדיויזיה ...</div>"	spelled
323	dav19460815-01.2.53	15 August 1946	dav	גיקורת חמורה _על _מרגזי הטלפון	"<div class=""txtsearchsnippet"">... הממשלתי _ביגו לפי ""אידיפאע'י, מת אחד מהמשתתפים בהתקפה על <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפן. ""פלשתין"" מודיע, כי יינתן פרס של ...</div>"	spelled
324	dav19460818-01.2.45	18 August 1946	dav	מר83ת ר_0רי	"<div class=""txtsearchsnippet"">... :פש. בלןיוב ייפתחו סניפים חדשים באזור ־. צפון, ליד <b class=""highlightcolor"">בית־החולים הממשלתי,</b> ובשבו, ־ ת זאבלאוי. ; _גגחוז תל־אביב מקיף ...</div>"	maqaf
325	dav19460917-01.2.24	17 September 1946	dav	התנפלות חיילים על בהורות יהודיות ־	"<div class=""txtsearchsnippet"">... ‭. 16‬מכונית המשטרה י אספת אותם והעבירה אותפ אל <b class=""highlightcolor"">בית־החולים הממשלתי.</b></div>"	maqaf
326	dav19461016-01.2.50	16 October 1946	dav	_תל־אבינ	"<div class=""txtsearchsnippet"">... י ברקתו. יהימני ת. בשעת העברת הגויה- לחדר המתים-של <b class=""highlightcolor"">בית החולים הממשלתי</b> למושבות, נמצאו שני תרמילי הכדור המתאימים לאקדו? ...</div>"	spelled
327	dav19461023-01.2.19	23 October 1946	dav	עול _התנקשויות _בוורץ	"<div class=""txtsearchsnippet"">... י מפירי עוצר. ‭_^ ;‬ סודות בייח‭'_-'‬ח -תממ'טלת־!י_^ אחיות <b class=""highlightcolor"">בי""ח הממשלתי</b> _בירושלים וזתטו 11 על התחייבות "" -שלא לגלות ...</div>"	abbrev_short
328	dav19461105-01.2.15	5 November 1946	dav	_בי11רי&#8237;/7 _8&#8236;דש &#8237;_,9 _$_*&#8236;נוצורו2 ירושלי&#8237;>0&#8236; סופרנו בירושלים מודיע : והליכה ברגל עד _למגכש _הרוסיב	"<div class=""txtsearchsnippet"">... של 7 ו־3 תתיה בראש רחוב הנסיכה מרי. ליד <b class=""highlightcolor"">בית החולים הממשלתי</b> *עומד מעמר חזק של -שוטרים בריטיינ!_וארציט־ יאליים ...</div>"	spelled
329	dav19461117-01.2.68	17 November 1946	dav	ת ל ־ א בי ב	"<div class=""txtsearchsnippet"">... המשטרה ‭0_*‬ הפצוע, שהיה בבית החולים _העירזני , אל <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו. גין 'ט‭;_5‬ימ ודיירימ בטשד השבת קיבלו ...</div>"	spelled
330	dav19461119-01.2.65	19 November 1946	dav	UNKNOWN	"<div class=""txtsearchsnippet"">... שנסעו בה — נחרנו. הפצועים וחהרוג הועברו תהילה אל <b class=""highlightcolor"">בית החולים הממשלתי</b> ברמלה ומשם, ל. הד־ _סהי_^בתל־אביב. ייי""י ואלה ...</div>"	spelled
331	dav19461120-01.2.23	20 November 1946	dav	נקש הממשלה בירושלים העברית	"<div class=""txtsearchsnippet"">... נעקרו כליל מן השטח שהוחרם. ואילו בהי המשפט הממשלתיים, <b class=""highlightcolor"">בית החולים הממשלתי</b> שאלפי אזרחים מוברחים לבוא אתם במגע _בלתי־ ...</div>"	spelled
332	dav19461211-01.2.81	11 December 1946	dav	נ&#8237;^^&#8236;_עו 3	"<div class=""txtsearchsnippet"">... על החזקת נשק לפצועים הוגשה עזרה ראשונה ע''_י רופאי <b class=""highlightcolor"">בית החולים הממשלתי.</b> מועצת המשנה לפועלי המושבות תהי ־ ביום ...</div>"	spelled
333	dav19461225-01.2.63	25 December 1946	dav	"_8יש 7ח""י _נר_1ח עיי חבריו ישראל 25 מבני ברק נמצאבאריגת טכסטיל בת""א — אולם"	"<div class=""txtsearchsnippet"">... קשה לסני הידצחו. גויתו הועברה ? לחדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> בפרדס כ""ץ. חיפוש גגית הנרצח במוצאי שבת ...</div>"	spelled
334	dav19470101-01.2.32	1 January 1947	dav	Untitled	"<div class=""txtsearchsnippet"">... השודדים. ו‭^&gt;&lt;‬ו את עוזרו, דאוד מעירי, הביא הרופא אל <b class=""highlightcolor"">בית־החולים הממשלתי.</b> השודד עצמו י ברח מידי השנים, לאחר _שפגיע ...</div>"	maqaf
335	dav19470130-01.2.6	30 January 1947	dav	שוחרר ה.ג קולינס הועבר ־ לבית־ח1לים&#8237;?.—_.&#8236;א שניתי יחסי האוהד יישוב* אומר השופט וינדהאם	"<div class=""txtsearchsnippet"">... בשתי מכוניות משוריינות. קוליגס הועבר מיד במכונית מד''א אל <b class=""highlightcolor"">בית החולים הממשלתי.</b> עוד בטרנ!זזה המכונית הספיקו עתונאים מהבתים השכנים ...</div>"	spelled
336	dav19470212-01.2.6	12 February 1947	dav	המעפיל האלמוני הובא לקברות	"<div class=""txtsearchsnippet"">... הצבור . להשתתף בהלויה. _בי10 לפני הצהרים נתאספו לפני <b class=""highlightcolor"">בית־החולים : הממשלתי</b> בבת־גלים משלחות מטעם הסוכנות היהודית, הקהילה ־עברית ...</div>"	maqaf
337	dav19470214-01.2.91	14 February 1947	dav	ירושלים גורמים גורמים צבוריים צבוריים מצדיקים מצדיקים את את	"<div class=""txtsearchsnippet"">... גויהז של עלי:אכו זיי* בן ‭, 14‬הובאה אתמול בבוקר <b class=""highlightcolor"">&gt;בית החולים _הממשלתי</b> בירושלים. הנער מצא פצצה בשדה, קי‭7?‬ק בה ...</div>"	spelled
338	dav19470219-01.2.69	19 February 1947	dav	נש38י 1_נוי &#8237;; _5 &#8236;	"<div class=""txtsearchsnippet"">... ‭_8 , ‬ל ו. ר. פאק-ג'יק, _השוגב כאגף הבריטי‭&gt;*‬ <b class=""highlightcolor"">בית החולים _הממשלתי</b> בירושלי‭. 6‬ י -</div>"	spelled
339	dav19470330-01.2.38	30 March 1947	dav	משנס ה&#8237;4-&#8236; בירושלים	"<div class=""txtsearchsnippet"">... _ק_&amp;שטרה, אקר נ* הסיעי אחרי כן את _האסירים אל <b class=""highlightcolor"">בית החולים הממשלתי.</b> כל . אותו זמן, אגר העד, ראה ...</div>"	spelled
340	dav19470519-01.2.81	19 May 1947	dav	Untitled	"<div class=""txtsearchsnippet"">... עשרה ימים נדוטף תייוק של ערביה ממחלקת היולדות של <b class=""highlightcolor"">בית־החולים הממשלתי</b> בחיפה. לפי מכתב אנונימי שנתקבל במשטרה נמצא התינוק ...</div>"	maqaf
341	dav19470603-01.2.21	3 June 1947	dav	_תת־מקלע בחטף מידי שוטר יהודי_9צע._גיריה ;	"<div class=""txtsearchsnippet"">... הדסה‭. ""‬ סרג'נט המשטרה דרש להעביר את הפצוע אל <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו. אולם הרופא סירב בטענת שהפצוע טעון ...</div>"	spelled
342	dav19470611-01.2.73	11 June 1947	dav	UNKNOWN	"<div class=""txtsearchsnippet"">... בשנות . המלחמה בצבא הבריטי, נתמנ* . סגן מנהל <b class=""highlightcolor"">ביה''ח הממשלתי</b> בחיפה. יצהלן _גליכטון, מזכיר י משטרת אזור רחובות, ...</div>"	abbreviated
343	dav19470731-01.2.30	31 July 1947	dav	ההסכם עם המאפיות	"<div class=""txtsearchsnippet"">... _אשל נאסר בליל ה־23 ביולי והוחזק בתא האסורים של <b class=""highlightcolor"">בית־ החולים הממשלתי</b> בירושלים, שוחרר אתמול ממאסרו, בהשתדלות עורן־־ה־ין ג. ...</div>"	spelled
344	dav19470801-01.2.63	1 August 1947	dav	־ &#8237;_£1 3!1&#8236; חיילים התגרו במאות בעלים שנעצרו	"<div class=""txtsearchsnippet"">... זו בתה. הקצין ערך חיפוש ומצא את החיתולים של <b class=""highlightcolor"">בית החולים הממשלתי.</b> הרופא ד""ר נמר טוקן בדק את חיכמאת ...</div>"	spelled
345	dav19470812-01.2.6	12 August 1947	dav	11777 הרד ג7 _*וגז הו11ו&#8237;~_2 &#8236;	"<div class=""txtsearchsnippet"">... המלון שאלה ? לאטד, ולק אחר בן פנתה אל. <b class=""highlightcolor"">בית החולים הממשלתי</b> וזיהתה אותה. . - חלויה עירית תל־אביב ...</div>"	spelled
346	dav19470813-01.2.123	13 August 1947	dav	Untitled	"<div class=""txtsearchsnippet"">... המתנדבים והעובדים של מ. ד. א. להעביר פצועים אל <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו. הוגשה עזרה לכל הפצועים הנזקקים, בלי ...</div>"	spelled
347	dav19470813-01.2.43	13 August 1947	dav	"&#8237;""^^ &#8236;"	"<div class=""txtsearchsnippet"">... מגפת טיפוס‭25. ‬ מאנשי הכפר הועברו למחלקה מיוחדת של <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה. על הכפר הוטל הסגר. זכר""ן־יעקב. הערב ...</div>"	spelled
348	dav19470813-01.2.44	13 August 1947	dav	"&#8237;_^5 1_13 1 """"^ 8&#8236; _ט 13"	"<div class=""txtsearchsnippet"">... נשק ומחופש בבגדימי ערגייט — הובא אתמול בבוקר אל <b class=""highlightcolor"">בית־החולים. הממשלתי</b> בירושלים לריפוי‭.. ‬מצב גופו לקוי. הוכנס לחדר־ האטיו'ים ...</div>"	maqaf
349	dav19470813-01.2.77	13 August 1947	dav	"יושם .קץ _לגל־הדמוימ מיד! הרוגים ופצועים "" בגבולות תל־אביב ויפו עו_&ף־לילו?_בגבוקיווו ר,_ערימ&#8237;-,&#8236; _קריאות _איריות _לתושבים 'לשמור על ד&#8237;0,&#8236;דד וה_^קט"	"<div class=""txtsearchsnippet"">... לעיר שיירה גדולה של צבא והעבירה את הגויה אל <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו.</div>"	spelled
350	dav19470815-01.2.63	15 August 1947	dav	Untitled	"<div class=""txtsearchsnippet"">... חדר נוח, ס. שחסר. שכ' רסקו, בלוק 78 (ע‭_-'‬י <b class=""highlightcolor"">בי""ח הממשלתי</b> ‭_^ . (‬ _מק‭_£_"". ‬ ליבה עם פנסיון. ...</div>"	abbrev_short
351	dav19470817-01.2.34	17 August 1947	dav	_^_ביתת־ר&#8237;55 _^ 3_^&#8236; חוזיות	"<div class=""txtsearchsnippet"">... ביום ו' שופט חשלום . הראשי ד""ר דל""צויו. אל <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה כדי להוציא פקודת מאטד ל־15 יום ...</div>"	spelled
352	dav19470819-01.2.41	19 August 1947	dav	&#8237;.?&#8236;ההסתדרות!	"<div class=""txtsearchsnippet"">... שה על ידי הרכבת בק''מ ‭19. 350‬ והועברה אל <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה. משהגיעה הרכבת אל התחנה הקרובה בטנשיה, ...</div>"	spelled
353	dav19470827-01.2.67	27 August 1947	dav	Untitled	"<div class=""txtsearchsnippet"">... מנצרת ז8ט8נטורה הל-יא י השבר! ילדים _חולי־אסכריי (דיפטרי־) אל <b class=""highlightcolor"">בית־ החולים הממשלתי</b> בחיפה. אחד מהם תינוק בן 6 חדשים, ...</div>"	spelled
354	dav19470902-01.2.33	2 September 1947	dav	"קונוו"""	"<div class=""txtsearchsnippet"">... לפנות: וק5מן, ון""א, שיכון _ראסקו 10 ע""י _הירקון טול <b class=""highlightcolor"">ביה""ח הממשלתי.</b></div>"	abbreviated
355	dav19470904-01.2.18	4 September 1947	dav	נגד &#8237;?!&#8236;_מק&#8237;_^_3&#8236;י &#8237;_4*3_^_3&#8236;ח	"<div class=""txtsearchsnippet"">... מפירי השביתה‭4. ‬ נפצעו קשה _בפגינימ ובמקלות והועברו אל <b class=""highlightcolor"">ביתהחולים הממשלתי‭??......</b> ‬• _^</div>"	maqaf
356	dav19470910-01.2.63	10 September 1947	dav	ש_&ףןיוייו_* הגשר _83יגז&#8237;_£!&#8236;וטדת	"<div class=""txtsearchsnippet"">... השאר — קשה. גט נח;המכונית העל'נית נפצע והועבר אל <b class=""highlightcolor"">בית החולים \ הממשלתי</b> • משטית חדלה חוקרת.</div>"	spelled
357	dav19470911-01.2.16	11 September 1947	dav	Untitled	"<div class=""txtsearchsnippet"">... תצא הבוקר ב־9 מבית סמינר הקיבוצים בשב' הירקון (ליד <b class=""highlightcolor"">בית החולים הממשלתי</b> למושבות‭!(‬י. מרגולין יובא לקבורה — כבקשתו בצוואה ...</div>"	spelled
358	dav19471014-01.2.14	14 October 1947	dav	&#8237;11_^&#8236;ה _*קת10ליו?ה_&_מריל_&יונ	"<div class=""txtsearchsnippet"">... לבית החולים ־על ידי מגן דוד אדום, לאחר שמכונית <b class=""highlightcolor"">בית החולים הממשלתי</b> התמהמהה לבוא. היתה שמירי! , מיום שבת ...</div>"	spelled
359	dav19471017-01.2.114	17 October 1947	dav	מפנקס הזמו	"<div class=""txtsearchsnippet"">... יום וחבורות אבלים מוכי האסון עמדו קודרים ואומללים ליד <b class=""highlightcolor"">בית־החולים הממשלתי</b> בחיפה, שעות מעטות לאחר שקול הנפץ העז הרעיש ...</div>"	maqaf
360	dav19471017-01.2.92	17 October 1947	dav	צרור _^ _^י_0	"<div class=""txtsearchsnippet"">... אזעקה לאחד שנפלט כדור מנשקי של חייל ששמד על <b class=""highlightcolor"">בית החולים הממשלתי‭—.</b> ‬ בעיד העתיקה בילושלים התפוצץ, אול ליום ...</div>"	spelled
361	dav19471023-01.2.6	23 October 1947	dav	_טצועימ ונזקים בםמטמית חרט _3י&#8237;!3&#8236;ו	"<div class=""txtsearchsnippet"">... דרך, בתוכם שוטר ערבי , נפצעו ק57ה _והועברי אל <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו. הפצצה השניה נזרקה _ב־8 אל חנות ...</div>"	spelled
362	dav19471124-01.2.31	24 November 1947	dav	ת ל־אב י ב	"<div class=""txtsearchsnippet"">... על הירקון ונפגע בשני כדורים בידו, עזב אתמול את <b class=""highlightcolor"">בית החולים הממשלתי</b> ""הירקון‭. ""‬ איגוד לוצאי . וילנא‭.. ‬קבלת ...</div>"	spelled
363	dav19471209-01.2.35	9 December 1947	dav	"סולד בונה ה""ם תכניו&#8237;!! &#8236;"	"<div class=""txtsearchsnippet"">... עבודות שיכון נרחבות בת''א, קרית ~ עבודה, קרית חיים, <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה. הקמת נ8ל ת""א בשיתוף המש־ רד ...</div>"	spelled
364	dav19471215-01.2.20	15 December 1947	dav	&#8237;*8&#8236;יר.יהודי נמצא הנוק בקרגת פ י ת	"<div class=""txtsearchsnippet"">... נגיע במחלת עצבים. גויתו הועברה אל חדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> _בפרדט בץ. ? עוצר הלילה‭5, ‬צ_5ה נמשך ...</div>"	spelled
365	dav19471217-01.2.65	17 December 1947	dav	מד.בין הערבים	"<div class=""txtsearchsnippet"">... צע בראשו ע""י ערבי אחר. במצב קשה הובא אל <b class=""highlightcolor"">בית החולים הממשלתי.</b> _העתילות -הערבית קובלת על התקפות _העתונת הערבית ...</div>"	spelled
366	dav19471229-01.2.26	29 December 1947	dav	UNKNOWN	"<div class=""txtsearchsnippet"">קרבנות ירושלים אתמול הם: ד""ר הוגו לארס, רופא <b class=""highlightcolor"">בית־החולים הממשלתי</b> בבית־ צפא3ה, כין ‭. 40‬דוד נוימרק, בן 16 ...</div>"	maqaf
367	dav19480101-01.2.11	1 January 1948	dav	_ליחי _יה1די !_זי_^ה _ונת _לרבנות _בתי־הזיקוק	"<div class=""txtsearchsnippet"">... הצהריים הועברו הרופאים היהודים, ;אהיות והמתלמדות, כ־40 איש בסך־חכל, <b class=""highlightcolor"">!בית החולים הממשלתי</b> בבת־גלים. המגב _ובית־ההולים ללא נשוא. ערבים מן ...</div>"	spelled
368	dav19480107-01.2.16	7 January 1948	dav	ב_&יוית בטחון בחיננה	"<div class=""txtsearchsnippet"">... הבריאות בהדר הכרמל (עד עתה נמצאת מחלקת הבריאות בתוך <b class=""highlightcolor"">בית החולים הממשלתי</b> בבת־גליב, ויהודים אינם יכולים ליהנות _סתירותיה‭. (‬ ...</div>"	spelled
369	dav19480109-01.2.13	9 January 1948	dav	Untitled	"<div class=""txtsearchsnippet"">... לא הביע כל רגשות זוועה. נרצח רופא יחידי בתוך <b class=""highlightcolor"">בית חולים ממשלתי</b> בשעת עבודתו — השלטון לא הביע כל ...</div>"	indefinite
370	dav19480114-01.2.15	14 January 1948	dav	כברנ1ית מרצחים התקיפה ש&#8237;_#1&#8236;ר*ם בשדות משמר הים	"<div class=""txtsearchsnippet"">... גויות שלא זוהו בביה""ה הממשלתי כהיפה בחדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה מוטלות שתי גויות, האחת נמצאה ביום ...</div>"	spelled
371	dav19480119-01.2.34	19 January 1948	dav	הממשלה הודיעה על יריות - שלא נורו ועל רופאים - שאי1ם קיימים	"<div class=""txtsearchsnippet"">... אי גינוי על הרצה השפל של ד""ר לארס. מנהל <b class=""highlightcolor"">בית החולים הממשלתי</b> בבית־צפפה, היא מצאה לנכון לפרסם ידיעות על ...</div>"	spelled
372	dav19480120-01.2.57	20 January 1948	dav	Untitled	"<div class=""txtsearchsnippet"">... שקרנים. עכשיו גם מסתבר, מדוע שתקה המחלקה לאחר שרופא <b class=""highlightcolor"">בית החולים הממשלתי</b> בבית _צפפה ד""ר לארס נר-</div>"	spelled
373	dav19480122-01.2.10	22 January 1948	dav	הטון ש_^טימ _בערביפ מזוינים _3_ירושלימ	"<div class=""txtsearchsnippet"">... ששה ‭;, ‬ ימים. מחברה קדישא התקשרו טלפונית עם <b class=""highlightcolor"">בית־החולים הממשלתי,</b> כדי לברר, מאין _הובאה הגרה והיכן נמצאה, אך ...</div>"	maqaf
374	dav19480125-01.2.55	25 January 1948	dav	בבית החולים _הטפשלתי בחיפה _מתהלננים פור9ים חמושים כבתוך ש?ר.מ	"<div class=""txtsearchsnippet"">לפני -שלינה שטעית עזבו גל העלב־ דים _הימורים את <b class=""highlightcolor"">בית־החולים הממשלתי</b> בחיפה ועד עתה לא נעשו שם כל סידורי ...</div>"	maqaf
375	dav19480128-01.2.27	28 January 1948	dav	UNKNOWN	"<div class=""txtsearchsnippet"">... _8נימ‭3~. ‬ת ‭-, 50‬ _פצעיה קלים;שני הפצועים נלקחו אל <b class=""highlightcolor"">ביה""ח הממשלתי</b> ‭--. ‬רקרג_*ה. בת 60 נפצעה־ ביום ב'־ *ד ...</div>"	abbreviated
376	dav19480205-01.2.9	5 February 1948	dav	שוטר בריטי רצח יהודי _3ג_3נ&#8237;5*&#8236;י הי_3ה	"<div class=""txtsearchsnippet"">... בן ‭. 19‬גופתו הועברה ע''י המשטרה _ב־2 בלילה אל <b class=""highlightcolor"">בית החולים הממשלתי</b> _גבת־גלים. נאסרו 8 עובדי נטל יהודים.</div>"	spelled
377	dav19480212-01.2.40	12 February 1948	dav	250 אמירים יהודיפ בטקים _גגלא ירושלים	"<div class=""txtsearchsnippet"">מצג הבריאות בעקב המאורעות האחרונים נשאר <b class=""highlightcolor"">בית־ החולים הממשלתי</b> — הסמוך לבית הסוהר — בלי ייופא ...</div>"	spelled
